model_code,car_type,trans_mode,fuel_type,branch,affiliate_code,region,trading_complex,refund,vain_effort,guarantee,selected_color,reg_month,adv_month,maker_code,class_code,car_code,grade_code
19872.0,,,,,,,,,,,,,,,,,
19875.0,,,,,,,,,,,,,,,,,
19876.0,,,,,,,,,,,,,,,,,
19877.0,,,,,,,,,,,,,,,,,
19880.0,,,,,,,,,,,,,,,,,
19881.0,,,,,,,,,,,,,,,,,
19882.0,,,,,,,,,,,,,,,,,
19885.0,,,,,,,,,,,,,,,,,
19886.0,,,,,,,,,,,,,,,,,
19887.0,,,,,,,,,,,,,,,,,
19888.0,,,,,,,,,,,,,,,,,
19889.0,,,,,,,,,,,,,,,,,
19890.0,,,,,,,,,,,,,,,,,
19891.0,,,,,,,,,,,,,,,,,
19896.0,,,,,,,,,,,,,,,,,
19928.0,,,,,,,,,,,,,,,,,
19936.0,,,,,,,,,,,,,,,,,
19937.0,,,,,,,,,,,,,,,,,
19938.0,,,,,,,,,,,,,,,,,
19939.0,,,,,,,,,,,,,,,,,
19940.0,,,,,,,,,,,,,,,,,
19941.0,,,,,,,,,,,,,,,,,
19942.0,,,,,,,,,,,,,,,,,
19943.0,,,,,,,,,,,,,,,,,
19944.0,,,,,,,,,,,,,,,,,
19945.0,,,,,,,,,,,,,,,,,
19946.0,,,,,,,,,,,,,,,,,
19960.0,,,,,,,,,,,,,,,,,
19962.0,,,,,,,,,,,,,,,,,
19963.0,,,,,,,,,,,,,,,,,
19964.0,,,,,,,,,,,,,,,,,
19965.0,,,,,,,,,,,,,,,,,
19966.0,,,,,,,,,,,,,,,,,
20021.0,,,,,,,,,,,,,,,,,
20022.0,,,,,,,,,,,,,,,,,
20024.0,,,,,,,,,,,,,,,,,
20025.0,,,,,,,,,,,,,,,,,
20026.0,,,,,,,,,,,,,,,,,
20027.0,,,,,,,,,,,,,,,,,
20028.0,,,,,,,,,,,,,,,,,
20029.0,,,,,,,,,,,,,,,,,
20030.0,,,,,,,,,,,,,,,,,
20037.0,,,,,,,,,,,,,,,,,
20038.0,,,,,,,,,,,,,,,,,
20040.0,,,,,,,,,,,,,,,,,
20041.0,,,,,,,,,,,,,,,,,
20042.0,,,,,,,,,,,,,,,,,
20043.0,,,,,,,,,,,,,,,,,
20044.0,,,,,,,,,,,,,,,,,
20045.0,,,,,,,,,,,,,,,,,
20046.0,,,,,,,,,,,,,,,,,
20047.0,,,,,,,,,,,,,,,,,
20050.0,,,,,,,,,,,,,,,,,
20053.0,,,,,,,,,,,,,,,,,
20054.0,,,,,,,,,,,,,,,,,
20055.0,,,,,,,,,,,,,,,,,
20056.0,,,,,,,,,,,,,,,,,
20057.0,,,,,,,,,,,,,,,,,
20058.0,,,,,,,,,,,,,,,,,
20060.0,,,,,,,,,,,,,,,,,
20063.0,,,,,,,,,,,,,,,,,
20064.0,,,,,,,,,,,,,,,,,
20065.0,,,,,,,,,,,,,,,,,
20066.0,,,,,,,,,,,,,,,,,
20067.0,,,,,,,,,,,,,,,,,
20068.0,,,,,,,,,,,,,,,,,
20069.0,,,,,,,,,,,,,,,,,
20070.0,,,,,,,,,,,,,,,,,
20071.0,,,,,,,,,,,,,,,,,
20072.0,,,,,,,,,,,,,,,,,
20074.0,,,,,,,,,,,,,,,,,
20075.0,,,,,,,,,,,,,,,,,
20076.0,,,,,,,,,,,,,,,,,
20077.0,,,,,,,,,,,,,,,,,
20078.0,,,,,,,,,,,,,,,,,
20079.0,,,,,,,,,,,,,,,,,
20080.0,,,,,,,,,,,,,,,,,
20082.0,,,,,,,,,,,,,,,,,
20083.0,,,,,,,,,,,,,,,,,
20084.0,,,,,,,,,,,,,,,,,
20085.0,,,,,,,,,,,,,,,,,
20157.0,,,,,,,,,,,,,,,,,
20158.0,,,,,,,,,,,,,,,,,
20159.0,,,,,,,,,,,,,,,,,
20258.0,,,,,,,,,,,,,,,,,
20259.0,,,,,,,,,,,,,,,,,
20260.0,,,,,,,,,,,,,,,,,
20261.0,,,,,,,,,,,,,,,,,
20262.0,,,,,,,,,,,,,,,,,
20263.0,,,,,,,,,,,,,,,,,
20264.0,,,,,,,,,,,,,,,,,
20265.0,,,,,,,,,,,,,,,,,
20277.0,,,,,,,,,,,,,,,,,
20280.0,,,,,,,,,,,,,,,,,
20284.0,,,,,,,,,,,,,,,,,
20342.0,,,,,,,,,,,,,,,,,
20343.0,,,,,,,,,,,,,,,,,
20344.0,,,,,,,,,,,,,,,,,
20347.0,,,,,,,,,,,,,,,,,
20356.0,,,,,,,,,,,,,,,,,
20357.0,,,,,,,,,,,,,,,,,
20358.0,,,,,,,,,,,,,,,,,
20359.0,,,,,,,,,,,,,,,,,
20360.0,,,,,,,,,,,,,,,,,
20361.0,,,,,,,,,,,,,,,,,
20362.0,,,,,,,,,,,,,,,,,
20372.0,,,,,,,,,,,,,,,,,
20373.0,,,,,,,,,,,,,,,,,
20869.0,,,,,,,,,,,,,,,,,
20870.0,,,,,,,,,,,,,,,,,
20872.0,,,,,,,,,,,,,,,,,
20875.0,,,,,,,,,,,,,,,,,
20876.0,,,,,,,,,,,,,,,,,
20877.0,,,,,,,,,,,,,,,,,
20881.0,,,,,,,,,,,,,,,,,
20883.0,,,,,,,,,,,,,,,,,
20884.0,,,,,,,,,,,,,,,,,
20896.0,,,,,,,,,,,,,,,,,
21013.0,,,,,,,,,,,,,,,,,
21019.0,,,,,,,,,,,,,,,,,
21021.0,,,,,,,,,,,,,,,,,
21022.0,,,,,,,,,,,,,,,,,
21023.0,,,,,,,,,,,,,,,,,
21024.0,,,,,,,,,,,,,,,,,
21047.0,,,,,,,,,,,,,,,,,
21048.0,,,,,,,,,,,,,,,,,
21049.0,,,,,,,,,,,,,,,,,
21054.0,,,,,,,,,,,,,,,,,
21062.0,,,,,,,,,,,,,,,,,
21072.0,,,,,,,,,,,,,,,,,
21077.0,,,,,,,,,,,,,,,,,
21084.0,,,,,,,,,,,,,,,,,
21085.0,,,,,,,,,,,,,,,,,
21091.0,,,,,,,,,,,,,,,,,
21092.0,,,,,,,,,,,,,,,,,
21093.0,,,,,,,,,,,,,,,,,
21094.0,,,,,,,,,,,,,,,,,
21095.0,,,,,,,,,,,,,,,,,
21096.0,,,,,,,,,,,,,,,,,
21097.0,,,,,,,,,,,,,,,,,
21098.0,,,,,,,,,,,,,,,,,
21122.0,,,,,,,,,,,,,,,,,
21128.0,,,,,,,,,,,,,,,,,
21182.0,,,,,,,,,,,,,,,,,
21184.0,,,,,,,,,,,,,,,,,
21185.0,,,,,,,,,,,,,,,,,
21195.0,,,,,,,,,,,,,,,,,
21199.0,,,,,,,,,,,,,,,,,
21200.0,,,,,,,,,,,,,,,,,
21201.0,,,,,,,,,,,,,,,,,
21202.0,,,,,,,,,,,,,,,,,
21203.0,,,,,,,,,,,,,,,,,
21204.0,,,,,,,,,,,,,,,,,
21205.0,,,,,,,,,,,,,,,,,
21206.0,,,,,,,,,,,,,,,,,
21213.0,,,,,,,,,,,,,,,,,
21214.0,,,,,,,,,,,,,,,,,
21215.0,,,,,,,,,,,,,,,,,
21216.0,,,,,,,,,,,,,,,,,
21217.0,,,,,,,,,,,,,,,,,
21218.0,,,,,,,,,,,,,,,,,
21219.0,,,,,,,,,,,,,,,,,
21220.0,,,,,,,,,,,,,,,,,
21221.0,,,,,,,,,,,,,,,,,
21222.0,,,,,,,,,,,,,,,,,
21223.0,,,,,,,,,,,,,,,,,
21224.0,,,,,,,,,,,,,,,,,
21225.0,,,,,,,,,,,,,,,,,
21226.0,,,,,,,,,,,,,,,,,
21228.0,,,,,,,,,,,,,,,,,
21229.0,,,,,,,,,,,,,,,,,
21230.0,,,,,,,,,,,,,,,,,
21231.0,,,,,,,,,,,,,,,,,
21232.0,,,,,,,,,,,,,,,,,
21233.0,,,,,,,,,,,,,,,,,
21249.0,,,,,,,,,,,,,,,,,
21273.0,,,,,,,,,,,,,,,,,
21274.0,,,,,,,,,,,,,,,,,
21275.0,,,,,,,,,,,,,,,,,
21276.0,,,,,,,,,,,,,,,,,
21296.0,,,,,,,,,,,,,,,,,
21306.0,,,,,,,,,,,,,,,,,
21308.0,,,,,,,,,,,,,,,,,
21309.0,,,,,,,,,,,,,,,,,
21311.0,,,,,,,,,,,,,,,,,
21312.0,,,,,,,,,,,,,,,,,
21314.0,,,,,,,,,,,,,,,,,
21315.0,,,,,,,,,,,,,,,,,
21318.0,,,,,,,,,,,,,,,,,
21319.0,,,,,,,,,,,,,,,,,
21320.0,,,,,,,,,,,,,,,,,
21321.0,,,,,,,,,,,,,,,,,
21322.0,,,,,,,,,,,,,,,,,
21324.0,,,,,,,,,,,,,,,,,
21325.0,,,,,,,,,,,,,,,,,
21326.0,,,,,,,,,,,,,,,,,
21327.0,,,,,,,,,,,,,,,,,
21328.0,,,,,,,,,,,,,,,,,
21397.0,,,,,,,,,,,,,,,,,
21398.0,,,,,,,,,,,,,,,,,
21399.0,,,,,,,,,,,,,,,,,
21400.0,,,,,,,,,,,,,,,,,
21401.0,,,,,,,,,,,,,,,,,
21419.0,,,,,,,,,,,,,,,,,
21420.0,,,,,,,,,,,,,,,,,
21421.0,,,,,,,,,,,,,,,,,
21422.0,,,,,,,,,,,,,,,,,
21423.0,,,,,,,,,,,,,,,,,
21424.0,,,,,,,,,,,,,,,,,
21425.0,,,,,,,,,,,,,,,,,
21426.0,,,,,,,,,,,,,,,,,
21427.0,,,,,,,,,,,,,,,,,
21428.0,,,,,,,,,,,,,,,,,
21429.0,,,,,,,,,,,,,,,,,
21437.0,,,,,,,,,,,,,,,,,
21445.0,,,,,,,,,,,,,,,,,
21446.0,,,,,,,,,,,,,,,,,
21550.0,,,,,,,,,,,,,,,,,
21551.0,,,,,,,,,,,,,,,,,
21565.0,,,,,,,,,,,,,,,,,
21566.0,,,,,,,,,,,,,,,,,
21567.0,,,,,,,,,,,,,,,,,
21570.0,,,,,,,,,,,,,,,,,
21571.0,,,,,,,,,,,,,,,,,
21580.0,,,,,,,,,,,,,,,,,
21581.0,,,,,,,,,,,,,,,,,
21608.0,,,,,,,,,,,,,,,,,
21609.0,,,,,,,,,,,,,,,,,
21611.0,,,,,,,,,,,,,,,,,
21614.0,,,,,,,,,,,,,,,,,
21615.0,,,,,,,,,,,,,,,,,
21616.0,,,,,,,,,,,,,,,,,
21617.0,,,,,,,,,,,,,,,,,
21619.0,,,,,,,,,,,,,,,,,
21620.0,,,,,,,,,,,,,,,,,
21621.0,,,,,,,,,,,,,,,,,
21627.0,,,,,,,,,,,,,,,,,
21628.0,,,,,,,,,,,,,,,,,
21638.0,,,,,,,,,,,,,,,,,
21639.0,,,,,,,,,,,,,,,,,
21640.0,,,,,,,,,,,,,,,,,
21641.0,,,,,,,,,,,,,,,,,
21642.0,,,,,,,,,,,,,,,,,
21643.0,,,,,,,,,,,,,,,,,
21644.0,,,,,,,,,,,,,,,,,
21645.0,,,,,,,,,,,,,,,,,
21646.0,,,,,,,,,,,,,,,,,
21647.0,,,,,,,,,,,,,,,,,
21648.0,,,,,,,,,,,,,,,,,
21650.0,,,,,,,,,,,,,,,,,
21658.0,,,,,,,,,,,,,,,,,
21659.0,,,,,,,,,,,,,,,,,
21660.0,,,,,,,,,,,,,,,,,
21661.0,,,,,,,,,,,,,,,,,
21662.0,,,,,,,,,,,,,,,,,
21663.0,,,,,,,,,,,,,,,,,
21664.0,,,,,,,,,,,,,,,,,
21665.0,,,,,,,,,,,,,,,,,
21666.0,,,,,,,,,,,,,,,,,
21667.0,,,,,,,,,,,,,,,,,
21668.0,,,,,,,,,,,,,,,,,
21669.0,,,,,,,,,,,,,,,,,
21670.0,,,,,,,,,,,,,,,,,
21671.0,,,,,,,,,,,,,,,,,
21672.0,,,,,,,,,,,,,,,,,
21673.0,,,,,,,,,,,,,,,,,
21674.0,,,,,,,,,,,,,,,,,
21675.0,,,,,,,,,,,,,,,,,
21677.0,,,,,,,,,,,,,,,,,
21686.0,,,,,,,,,,,,,,,,,
21690.0,,,,,,,,,,,,,,,,,
21691.0,,,,,,,,,,,,,,,,,
21696.0,,,,,,,,,,,,,,,,,
21698.0,,,,,,,,,,,,,,,,,
21699.0,,,,,,,,,,,,,,,,,
21700.0,,,,,,,,,,,,,,,,,
21707.0,,,,,,,,,,,,,,,,,
21709.0,,,,,,,,,,,,,,,,,
21713.0,,,,,,,,,,,,,,,,,
21740.0,,,,,,,,,,,,,,,,,
21741.0,,,,,,,,,,,,,,,,,
21793.0,,,,,,,,,,,,,,,,,
21794.0,,,,,,,,,,,,,,,,,
21795.0,,,,,,,,,,,,,,,,,
21796.0,,,,,,,,,,,,,,,,,
21818.0,,,,,,,,,,,,,,,,,
21819.0,,,,,,,,,,,,,,,,,
21820.0,,,,,,,,,,,,,,,,,
21821.0,,,,,,,,,,,,,,,,,
21825.0,,,,,,,,,,,,,,,,,
21828.0,,,,,,,,,,,,,,,,,
21843.0,,,,,,,,,,,,,,,,,
21844.0,,,,,,,,,,,,,,,,,
21845.0,,,,,,,,,,,,,,,,,
21846.0,,,,,,,,,,,,,,,,,
21847.0,,,,,,,,,,,,,,,,,
21858.0,,,,,,,,,,,,,,,,,
21859.0,,,,,,,,,,,,,,,,,
21860.0,,,,,,,,,,,,,,,,,
21861.0,,,,,,,,,,,,,,,,,
21863.0,,,,,,,,,,,,,,,,,
21874.0,,,,,,,,,,,,,,,,,
21882.0,,,,,,,,,,,,,,,,,
21884.0,,,,,,,,,,,,,,,,,
21885.0,,,,,,,,,,,,,,,,,
21886.0,,,,,,,,,,,,,,,,,
21887.0,,,,,,,,,,,,,,,,,
21888.0,,,,,,,,,,,,,,,,,
21890.0,,,,,,,,,,,,,,,,,
21894.0,,,,,,,,,,,,,,,,,
21895.0,,,,,,,,,,,,,,,,,
21896.0,,,,,,,,,,,,,,,,,
21897.0,,,,,,,,,,,,,,,,,
21898.0,,,,,,,,,,,,,,,,,
21899.0,,,,,,,,,,,,,,,,,
21900.0,,,,,,,,,,,,,,,,,
21903.0,,,,,,,,,,,,,,,,,
21904.0,,,,,,,,,,,,,,,,,
21905.0,,,,,,,,,,,,,,,,,
21953.0,,,,,,,,,,,,,,,,,
21954.0,,,,,,,,,,,,,,,,,
21955.0,,,,,,,,,,,,,,,,,
21978.0,,,,,,,,,,,,,,,,,
21979.0,,,,,,,,,,,,,,,,,
21980.0,,,,,,,,,,,,,,,,,
21981.0,,,,,,,,,,,,,,,,,
21982.0,,,,,,,,,,,,,,,,,
21983.0,,,,,,,,,,,,,,,,,
21985.0,,,,,,,,,,,,,,,,,
21986.0,,,,,,,,,,,,,,,,,
21987.0,,,,,,,,,,,,,,,,,
21988.0,,,,,,,,,,,,,,,,,
22011.0,,,,,,,,,,,,,,,,,
22044.0,,,,,,,,,,,,,,,,,
22045.0,,,,,,,,,,,,,,,,,
22046.0,,,,,,,,,,,,,,,,,
22322.0,,,,,,,,,,,,,,,,,
22324.0,,,,,,,,,,,,,,,,,
22326.0,,,,,,,,,,,,,,,,,
22333.0,,,,,,,,,,,,,,,,,
22472.0,,,,,,,,,,,,,,,,,
22495.0,,,,,,,,,,,,,,,,,
22498.0,,,,,,,,,,,,,,,,,
22499.0,,,,,,,,,,,,,,,,,
22505.0,,,,,,,,,,,,,,,,,
22514.0,,,,,,,,,,,,,,,,,
23325.0,,,,,,,,,,,,,,,,,
23405.0,,,,,,,,,,,,,,,,,
23406.0,,,,,,,,,,,,,,,,,
23416.0,,,,,,,,,,,,,,,,,
23517.0,,,,,,,,,,,,,,,,,
23519.0,,,,,,,,,,,,,,,,,
24250.0,,,,,,,,,,,,,,,,,
24261.0,,,,,,,,,,,,,,,,,
24262.0,,,,,,,,,,,,,,,,,
24276.0,,,,,,,,,,,,,,,,,
24296.0,,,,,,,,,,,,,,,,,
24327.0,,,,,,,,,,,,,,,,,
24328.0,,,,,,,,,,,,,,,,,
24329.0,,,,,,,,,,,,,,,,,
24330.0,,,,,,,,,,,,,,,,,
24334.0,,,,,,,,,,,,,,,,,
24335.0,,,,,,,,,,,,,,,,,
24374.0,,,,,,,,,,,,,,,,,
24392.0,,,,,,,,,,,,,,,,,
24397.0,,,,,,,,,,,,,,,,,
24398.0,,,,,,,,,,,,,,,,,
24400.0,,,,,,,,,,,,,,,,,
24401.0,,,,,,,,,,,,,,,,,
24404.0,,,,,,,,,,,,,,,,,
24405.0,,,,,,,,,,,,,,,,,
24406.0,,,,,,,,,,,,,,,,,
24407.0,,,,,,,,,,,,,,,,,
24408.0,,,,,,,,,,,,,,,,,
24409.0,,,,,,,,,,,,,,,,,
24413.0,,,,,,,,,,,,,,,,,
24414.0,,,,,,,,,,,,,,,,,
24415.0,,,,,,,,,,,,,,,,,
24416.0,,,,,,,,,,,,,,,,,
24417.0,,,,,,,,,,,,,,,,,
24421.0,,,,,,,,,,,,,,,,,
24422.0,,,,,,,,,,,,,,,,,
24430.0,,,,,,,,,,,,,,,,,
24445.0,,,,,,,,,,,,,,,,,
24451.0,,,,,,,,,,,,,,,,,
24464.0,,,,,,,,,,,,,,,,,
24465.0,,,,,,,,,,,,,,,,,
24466.0,,,,,,,,,,,,,,,,,
24499.0,,,,,,,,,,,,,,,,,
24500.0,,,,,,,,,,,,,,,,,
24502.0,,,,,,,,,,,,,,,,,
24517.0,,,,,,,,,,,,,,,,,
24519.0,,,,,,,,,,,,,,,,,
24520.0,,,,,,,,,,,,,,,,,
24522.0,,,,,,,,,,,,,,,,,
24524.0,,,,,,,,,,,,,,,,,
24525.0,,,,,,,,,,,,,,,,,
24527.0,,,,,,,,,,,,,,,,,
24528.0,,,,,,,,,,,,,,,,,
24529.0,,,,,,,,,,,,,,,,,
24531.0,,,,,,,,,,,,,,,,,
24532.0,,,,,,,,,,,,,,,,,
24538.0,,,,,,,,,,,,,,,,,
24540.0,,,,,,,,,,,,,,,,,
24547.0,,,,,,,,,,,,,,,,,
24550.0,,,,,,,,,,,,,,,,,
24551.0,,,,,,,,,,,,,,,,,
24552.0,,,,,,,,,,,,,,,,,
24554.0,,,,,,,,,,,,,,,,,
24556.0,,,,,,,,,,,,,,,,,
24557.0,,,,,,,,,,,,,,,,,
24558.0,,,,,,,,,,,,,,,,,
24561.0,,,,,,,,,,,,,,,,,
24562.0,,,,,,,,,,,,,,,,,
24563.0,,,,,,,,,,,,,,,,,
24615.0,,,,,,,,,,,,,,,,,
24617.0,,,,,,,,,,,,,,,,,
24630.0,,,,,,,,,,,,,,,,,
24631.0,,,,,,,,,,,,,,,,,
24632.0,,,,,,,,,,,,,,,,,
24633.0,,,,,,,,,,,,,,,,,
24634.0,,,,,,,,,,,,,,,,,
24635.0,,,,,,,,,,,,,,,,,
24641.0,,,,,,,,,,,,,,,,,
24652.0,,,,,,,,,,,,,,,,,
24660.0,,,,,,,,,,,,,,,,,
24663.0,,,,,,,,,,,,,,,,,
24678.0,,,,,,,,,,,,,,,,,
24679.0,,,,,,,,,,,,,,,,,
24680.0,,,,,,,,,,,,,,,,,
24681.0,,,,,,,,,,,,,,,,,
24682.0,,,,,,,,,,,,,,,,,
24685.0,,,,,,,,,,,,,,,,,
24686.0,,,,,,,,,,,,,,,,,
24687.0,,,,,,,,,,,,,,,,,
24699.0,,,,,,,,,,,,,,,,,
24700.0,,,,,,,,,,,,,,,,,
24701.0,,,,,,,,,,,,,,,,,
24702.0,,,,,,,,,,,,,,,,,
24703.0,,,,,,,,,,,,,,,,,
24707.0,,,,,,,,,,,,,,,,,
24711.0,,,,,,,,,,,,,,,,,
24712.0,,,,,,,,,,,,,,,,,
24722.0,,,,,,,,,,,,,,,,,
24724.0,,,,,,,,,,,,,,,,,
24729.0,,,,,,,,,,,,,,,,,
24732.0,,,,,,,,,,,,,,,,,
24747.0,,,,,,,,,,,,,,,,,
24749.0,,,,,,,,,,,,,,,,,
24751.0,,,,,,,,,,,,,,,,,
24752.0,,,,,,,,,,,,,,,,,
24753.0,,,,,,,,,,,,,,,,,
24754.0,,,,,,,,,,,,,,,,,
24755.0,,,,,,,,,,,,,,,,,
24756.0,,,,,,,,,,,,,,,,,
24782.0,,,,,,,,,,,,,,,,,
24791.0,,,,,,,,,,,,,,,,,
24792.0,,,,,,,,,,,,,,,,,
24793.0,,,,,,,,,,,,,,,,,
24794.0,,,,,,,,,,,,,,,,,
24795.0,,,,,,,,,,,,,,,,,
24798.0,,,,,,,,,,,,,,,,,
24800.0,,,,,,,,,,,,,,,,,
24826.0,,,,,,,,,,,,,,,,,
24828.0,,,,,,,,,,,,,,,,,
24829.0,,,,,,,,,,,,,,,,,
24830.0,,,,,,,,,,,,,,,,,
24852.0,,,,,,,,,,,,,,,,,
24853.0,,,,,,,,,,,,,,,,,
24857.0,,,,,,,,,,,,,,,,,
